question_id,question,wiki_title,page_view,fact_type,split,false_premise,effective_year
freshqa_2024-06-24_429,The upcoming Microsoft's Patch Tuesday will come out on what date in North America?,Patch_Tuesday,81940,fast-changing,TEST,False,2024
freshqa_2024-06-24_430,When is the next U.S. federal holiday?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_431,When was Coldplay's last concert?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_432,What is the latest version of Android?,Android_version_history,2377272,fast-changing,TEST,False,2023
freshqa_2024-06-24_433,How much does the new Apple HomePod cost?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_434,How many books has Colleen Hoover published?,Colleen_Hoover,779263,fast-changing,TEST,False,2023
freshqa_2024-06-24_435,Who is the number 1 ranked female tennis player in the world?,List_of_WTA_number_1_ranked_singles_tennis_players,429561,fast-changing,TEST,False,2023
freshqa_2024-06-24_436,How much does the Netflix basic plan without ads cost in the US?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_437,What is the release name of the latest version of the macOS operating system?,MacOS_version_history,4661070,fast-changing,TEST,False,2023
freshqa_2024-06-24_438,How many novels has Stephen King published?,Stephen_King_bibliography,1347519,fast-changing,TEST,False,2023
freshqa_2024-06-24_439,Who is the starting running back for the San Francisco 49ers?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_440,Which game won the Spiel des Jahres award most recently?,Spiel_des_Jahres,100277,fast-changing,TEST,False,2023
freshqa_2024-06-24_441,What is the title of Stephen King's most recent novel?,Stephen_King_bibliography,1347519,fast-changing,TEST,False,2023
freshqa_2024-06-24_442,Who won the latest Ballon D'or?,Ballon_d%27Or,3457299,fast-changing,TEST,False,2023
freshqa_2024-06-24_443,Who won the most recent Time Magazine's Athlete of the Year?,Time_Person_of_the_Year,847004,fast-changing,TEST,False,2023
freshqa_2024-06-24_444,What video game won the most recent Game Award for Game of the Year?,The_Game_Award_for_Game_of_the_Year,1062932,fast-changing,TEST,False,2023
freshqa_2024-06-24_445,How many undergraduate students enrolled in Reed College in the most recent fall semester?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_446,What is the latest United States jurisdiction to legalize the recreational use of cannabis?,Legality_of_cannabis_by_U.S._jurisdiction,1446840,fast-changing,TEST,False,2023
freshqa_2024-06-24_447,Who won the most recent Super Bowl?,List_of_Super_Bowl_champions,8792580,fast-changing,TEST,False,2023
freshqa_2024-06-24_448,What is the most recent Walt Disney Animation Studios's animated film?,List_of_Walt_Disney_Animation_Studios_films,1013259,fast-changing,TEST,False,2023
freshqa_2024-06-24_449,On what date did the Patriots last play the Miami Dolphins?,Dolphins%E2%80%93Patriots_rivalry,22724,fast-changing,TEST,False,2023
freshqa_2024-06-24_450,Who won the latest Nobel Prize in Literature?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_451,When did the latest NFL season begin?,2023_NFL_season,533168,fast-changing,TEST,False,2023
freshqa_2024-06-24_452,Where was the most recent IJCAI conference held?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_453,Where will the upcoming International Mathematical Olympiad (IMO) be hosted?,International_Mathematical_Olympiad,332706,fast-changing,TEST,False,2023
freshqa_2024-06-24_454,Who is the latest MotoGP World Riders' Champion?,List_of_Grand_Prix_motorcycle_racing_World_Riders%27_Champions_by_year,107669,fast-changing,TEST,False,2022
freshqa_2024-06-24_455,What is the youngest age eligible for COVID-19 vaccination in the United States?,,198299,fast-changing,TEST,False,2022
freshqa_2024-06-24_456,What's the latest game released by Puppet Combo on Steam?,,198299,fast-changing,TEST,False,2022
freshqa_2024-06-24_457,Which drama series won the most recent Primetime Emmy Award for Outstanding Drama Series?,Primetime_Emmy_Award_for_Outstanding_Drama_Series,293198,fast-changing,TEST,False,2022
freshqa_2024-06-24_458,In which country was the richest woman in the world born?,Fran%C3%A7oise_Bettencourt_Meyers,310113,fast-changing,TEST,False,before 2022
freshqa_2024-06-24_459,How many years it has been since the last Major League Baseball perfect game?,List_of_Major_League_Baseball_perfect_games,357784,fast-changing,TEST,False,2024
freshqa_2024-06-24_460,How many times has a player scored 60 or more points in a single game in NBA history?,List_of_NBA_single-game_scoring_leaders,535116,fast-changing,TEST,False,2024
freshqa_2024-06-24_461,In how many years will Netflix celebrate its thirtieth anniversary?,Netflix,5007127,fast-changing,TEST,False,2024
freshqa_2024-06-24_462,How old is the world's oldest verified living person?,List_of_the_verified_oldest_people,2551613,fast-changing,TEST,False,2024
freshqa_2024-06-24_463,How many countries has President Joe Biden visited (in addition to West Bank) during his presidency so far?,List_of_international_presidential_trips_made_by_Joe_Biden,72430,fast-changing,TEST,False,2024
freshqa_2024-06-24_464,"Who are the current champions of the NBA, NHL, and MLB?",,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_465,Is Tesla's stock price above $250 a share?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_466,How old is the richest person in the world?,Elon_Musk,24974135,fast-changing,TEST,False,2024
freshqa_2024-06-24_467,How many years ago did John Paul II die?,Pope_John_Paul_II,4643571,fast-changing,TEST,False,2024
freshqa_2024-06-24_468,How long has it been since the Eiffel Tower's inauguration?,Eiffel_Tower,2231308,fast-changing,TEST,False,2024
freshqa_2024-06-24_469,How old is the most-followed user on TikTok?,Khaby_Lame,2184260,fast-changing,TEST,False,2024
freshqa_2024-06-24_470,How old is David Beckham's oldest son?,Brooklyn_Beckham,1661979,fast-changing,TEST,False,2024
freshqa_2024-06-24_471,When does the largest marathon in the world start this year?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_472,Which author had the most bestselling novels in the United States last year according to Publishers Weekly?,Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_2020s,20592,fast-changing,TEST,False,2024
freshqa_2024-06-24_473,Who posted the most-liked tweet last year?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_474,How many American companies were there in the Fortune Global 500 list last year?,Fortune_Global_500,598339,fast-changing,TEST,False,2024
freshqa_2024-06-24_475,How far did the United States representative go at the last Miss World?,Miss_World_2023,265350,fast-changing,TEST,False,2024
freshqa_2024-06-24_476,In what country was the current Miss World born?,Miss_World,727790,fast-changing,TEST,False,2024
freshqa_2024-06-24_477,How old is the current Miss Universe?,Sheynnis_Palacios,190174,fast-changing,TEST,False,2024
freshqa_2024-06-24_478,What is Brad Pitt's most recent movie as an actor?,Brad_Pitt_filmography,1198447,fast-changing,TEST,False,2024
freshqa_2024-06-24_479,"In what month and year was the price of Bitcoin last above $40,000?",,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_480,Who are the latest champions of the North America's oldest professional sports trophy?,Stanley_Cup_Finals,440215,fast-changing,TEST,False,2023
freshqa_2024-06-24_481,In what country was the most recent winner of the Nobel Prize for Literature born?,Jon_Fosse,115424,fast-changing,TEST,False,2023
freshqa_2024-06-24_482,What country does the Wimbledon women's champion play for?,List_of_Wimbledon_ladies%27_singles_champions,412485,fast-changing,TEST,False,2023
freshqa_2024-06-24_483,How many novels has Stephen King published under his real name?,Stephen_King_bibliography,1347519,fast-changing,TEST,False,2023
freshqa_2024-06-24_484,How many Southeast Asian countries has President Joe Biden visited during his presidency so far?,United_States_presidential_visits_to_Southeast_Asia,10560,fast-changing,TEST,False,2023
freshqa_2024-06-24_485,Do the Toronto Raptors have a winning record in the latest NBA season?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_486,In what country was the most recent Time Person of the Year born?,Taylor_Swift,12385016,fast-changing,TEST,False,2023
freshqa_2024-06-24_487,Is one US dollar worth more than 82 Indian rupees?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_488,Is the average regular gasoline price in Massachusetts under $3.70 a gallon?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_489,Is the platinum price to palladium price ratio currently above 0.7?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_490,How long has Mauna Loa been a dormant volcano since its most recent eruption?,Mauna_Loa,426479,fast-changing,TEST,False,2023
freshqa_2024-06-24_491,How old is the latest American Nobel laureate in Physics?,John_Clauser,56811,fast-changing,TEST,False,2023
freshqa_2024-06-24_492,What is the current age of the oldest person to sail solo across the Pacific Ocean?,Kenichi_Horie,11673,fast-changing,TEST,False,2023
freshqa_2024-06-24_493,How many goals did Bukayo Saka score in his most recent match against Liverpool?,,198299,fast-changing,TEST,False,2023
freshqa_2024-06-24_494,How old is David Beckham's daughter?,David_Beckham,3621802,fast-changing,TEST,False,2023
freshqa_2024-06-24_495,Who posted the most-liked TikTok video?,,198299,fast-changing,TEST,False,2022
freshqa_2024-06-24_496,What country does the most recent Time Magazine's Entertainer of the Year come from?,Time_Person_of_the_Year,847004,fast-changing,TEST,False,2022
freshqa_2024-06-24_497,How many LauncherOne's flights have successfully reached the Low Earth orbit?,LauncherOne,28678,fast-changing,TEST,False,2022
freshqa_2024-06-24_498,What's the current Tomatometer score of the most recent season of The Lord of the Rings: The Rings of Power on Rotten Tomatoes?,,198299,fast-changing,TEST,False,2022
freshqa_2024-06-24_499,What's the current audience score of the most recent season of The Lord of the Rings: The Rings of Power on Rotten Tomatoes?,,198299,fast-changing,TEST,False,2022
